Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,target
1,43,1,9147,1,1,131.0,19,38,9,129.7,1,0,1,0,0,19,0,5,5,5,12.6,0,6,12.4,0,16.2,0.3,-0.92,2
2,1,1,9147,1,1,151.0,38,37,9,132.1,1,0,1,0,0,34,0,5,7,2,10.0,0,6,12.0,0,7.6,2.6,0.32,0
2,51,1,9853,1,1,130.0,37,37,7,120.3,0,0,1,0,0,35,0,7,7,0,0.0,0,0,0.0,0,8.9,1.4,3.51,0
1,7,1,9991,0,40,120.0,37,37,9,120.0,0,0,1,0,0,32,0,5,7,5,11.6,0,8,12.33333333,0,12.4,0.5,1.79,2
1,17,2,9254,1,1,136.0,19,19,4,123.1,1,0,1,0,0,19,0,6,8,6,12.16666667,0,6,13.5,0,11.1,0.6,2.02,2
1,17,5,9670,1,1,125.0,1,19,9,119.4,1,0,1,0,0,18,0,6,10,4,13.6,0,7,12.66666667,0,11.1,0.6,2.02,2
2,39,1,9147,1,1,133.1,37,37,9,140.0,0,0,0,0,0,35,0,5,8,4,12.5,1,8,11.8,0,9.4,-0.8,-3.12,0
1,39,1,8014,0,1,133.1,1,12,4,116.5,0,0,1,1,1,24,0,6,6,4,12.25,0,10,11.5,0,12.4,0.5,1.79,1
1,17,1,9238,1,1,120.0,19,37,9,113.0,1,0,1,0,1,20,0,6,7,6,11.71428571,0,8,12.625,0,13.9,-0.3,0.79,2
1,1,3,9773,1,1,143.0,19,19,4,133.9,1,0,1,1,1,18,0,6,7,6,13.5,0,7,13.0,0,16.2,0.3,-0.92,2
1,1,3,9500,1,1,133.1,38,19,7,115.5,1,0,1,1,1,20,0,8,8,7,13.02428571,0,8,13.02428571,0,10.8,1.4,1.74,2
1,17,5,9254,1,1,121.0,1,19,4,116.5,1,0,0,1,0,18,0,6,12,0,0.0,0,0,0.0,0,9.4,-0.8,-3.12,0
1,1,1,9119,1,1,168.0,19,19,4,171.2,0,0,1,1,1,18,0,5,6,5,17.33333333,0,8,18.57142857,0,12.4,0.5,1.79,2
1,1,1,9670,1,1,124.0,19,37,5,119.1,0,0,1,1,1,20,0,5,7,4,11.0,0,7,11.5,0,9.4,-0.8,-3.12,2
1,17,2,9853,1,1,127.0,19,38,3,121.1,1,0,1,1,0,19,0,7,10,6,13.66666667,0,9,12.5,0,12.4,0.5,1.79,0
1,1,2,9070,1,1,129.0,1,1,4,132.9,1,0,1,1,1,20,0,6,9,6,11.375,0,6,13.8,0,7.6,2.6,0.32,1
1,1,1,9238,1,1,137.0,19,1,9,132.8,0,0,1,1,0,19,0,6,6,6,12.83333333,0,8,11.83333333,0,10.8,1.4,1.74,2
1,1,1,9773,1,1,120.0,36,37,0,126.7,1,0,1,1,0,20,0,6,9,5,12.6,0,11,11.5,0,7.6,2.6,0.32,2
1,1,1,9500,1,1,110.0,19,19,9,105.8,1,0,1,1,0,22,0,7,8,6,14.33333333,0,9,13.77142857,0,11.1,0.6,2.02,2
1,17,2,9119,1,1,120.0,1,19,9,117.2,0,0,1,1,1,18,0,5,8,4,13.5,0,10,13.625,0,11.1,0.6,2.02,1
1,1,1,9500,1,1,143.0,38,38,9,140.0,0,0,1,1,0,19,0,8,8,7,14.28571429,0,8,14.28571429,0,12.7,3.7,-1.7,2
1,44,1,9003,1,39,120.0,1,19,9,120.0,0,0,1,1,0,22,2,6,15,3,11.75,0,12,10.0,0,13.9,-0.3,0.79,0
1,17,5,9119,1,1,124.0,4,12,2,119.5,1,0,1,1,0,20,0,5,5,5,14.8,0,5,17.6,0,8.9,1.4,3.51,2
2,39,1,9003,1,1,168.0,1,41,9,153.9,0,1,0,1,0,34,0,6,7,0,0.0,0,0,0.0,0,12.4,0.5,1.79,0
2,39,1,8014,0,19,133.1,1,1,4,130.0,0,0,1,1,0,24,0,6,14,1,10.0,0,5,0.0,0,16.2,0.3,-0.92,0
1,39,2,9670,1,1,150.0,34,34,0,107.0,1,0,1,1,0,26,0,5,5,0,0.0,0,5,0.0,0,7.6,2.6,0.32,0
1,39,1,9500,1,1,140.0,37,37,9,132.8,0,0,1,1,0,35,0,7,10,4,12.6,0,9,12.38,0,12.4,0.5,1.79,0
1,1,1,9991,0,1,145.0,2,37,4,127.5,1,0,1,1,0,22,0,5,9,5,12.42857143,1,7,11.8,0,7.6,2.6,0.32,2
1,18,1,9254,1,1,118.0,38,38,5,123.3,1,0,1,1,0,26,0,6,10,4,10.0,0,11,12.0,0,9.4,-0.8,-3.12,1
1,17,1,9147,1,1,123.0,1,19,3,122.0,0,0,1,1,0,19,0,5,7,3,12.33333333,0,5,0.0,0,8.9,1.4,3.51,0
1,1,5,9254,1,1,120.0,3,19,3,114.8,1,0,0,1,0,19,0,6,0,0,0.0,0,0,0.0,0,8.9,1.4,3.51,0
1,44,1,171,1,39,140.0,3,3,2,140.0,0,1,1,1,0,20,0,0,0,0,0.0,0,0,0.0,0,15.5,2.8,-4.06,2
1,51,1,9670,1,1,126.0,3,3,1,111.0,0,1,1,1,0,21,5,11,12,10,12.1,0,9,13.33333333,0,11.1,0.6,2.02,2
1,1,2,9773,1,1,137.0,1,19,7,133.2,1,0,1,0,1,19,0,6,7,6,14.71428571,0,6,15.0,0,13.9,-0.3,0.79,2
1,1,3,9773,1,1,130.0,19,19,9,123.0,1,0,1,0,0,18,0,6,6,6,12.66666667,0,7,12.83333333,0,12.7,3.7,-1.7,2
1,53,1,9003,1,42,150.0,1,38,8,150.0,0,0,1,0,1,23,7,12,14,12,14.38461538,0,12,13.3,0,8.9,1.4,3.51,2
1,17,3,9147,1,1,147.0,19,38,5,132.3,1,0,1,0,1,18,0,5,5,5,13.4,0,6,12.2,0,12.7,3.7,-1.7,2
1,18,1,9500,1,1,140.0,37,38,5,126.0,1,0,1,0,0,18,0,8,8,7,13.31428571,0,8,13.31428571,0,12.7,3.7,-1.7,2
1,1,3,9500,1,1,132.0,38,38,9,119.3,1,0,1,0,0,19,0,8,8,7,11.98857143,0,8,11.98857143,0,10.8,1.4,1.74,2
1,53,1,9147,1,42,130.0,1,19,143,133.8,1,0,1,0,0,21,6,11,17,11,11.54545455,0,13,12.88888889,0,8.9,1.4,3.51,2
1,1,1,9085,1,1,130.0,37,37,9,126.5,1,0,1,0,1,18,0,6,13,6,16.46153846,0,8,13.875,0,15.5,2.8,-4.06,2
1,1,1,9773,1,1,151.0,38,37,9,138.4,1,0,1,0,1,24,0,6,7,6,13.66666667,0,6,12.83333333,0,10.8,1.4,1.74,2
1,1,4,9500,1,1,144.0,3,39,2,129.0,1,0,1,0,0,18,0,7,8,7,12.65,0,9,13.41111111,0,16.2,0.3,-0.92,0
1,1,1,9670,1,1,127.0,19,1,5,118.3,1,0,1,0,0,18,0,6,7,6,12.33333333,0,10,12.0,0,13.9,-0.3,0.79,1
1,17,2,9500,1,1,131.0,19,37,9,129.8,1,0,1,0,0,20,0,7,8,6,14.37,0,10,14.65,0,12.4,0.5,1.79,2
1,17,2,9085,1,1,123.0,1,19,4,113.6,1,0,1,0,0,19,0,5,13,3,12.0,2,8,11.75,0,9.4,-0.8,-3.12,1
1,1,5,9773,1,1,130.0,34,38,0,128.3,1,0,0,0,1,18,0,6,12,3,12.0,0,15,10.66666667,0,7.6,2.6,0.32,0
1,43,1,9254,1,1,130.0,1,19,5,130.0,0,0,1,0,1,19,0,6,11,4,12.0,0,14,11.0,0,10.8,1.4,1.74,0
1,17,2,9853,1,1,131.0,1,38,4,121.9,1,0,1,0,0,19,0,6,10,5,12.6,0,7,11.2,0,10.8,1.4,1.74,2
1,1,5,9238,1,3,135.0,1,38,9,129.4,0,1,1,0,0,18,0,6,6,6,12.16666667,0,6,12.33333333,0,10.8,1.4,1.74,2
1,1,2,9853,1,1,123.0,19,1,194,115.3,1,0,1,0,0,20,0,7,8,6,13.5,0,8,14.0,0,11.1,0.6,2.02,1
1,1,5,9500,1,1,145.0,38,38,9,125.5,1,0,1,0,1,18,0,8,8,8,13.76375,0,8,13.76375,0,9.4,-0.8,-3.12,2
1,17,6,9556,1,1,118.0,38,38,5,117.8,1,0,1,0,1,19,0,7,11,6,12.4,0,8,12.8,0,11.1,0.6,2.02,2
1,17,3,9147,1,1,125.0,3,38,2,118.7,1,0,1,0,0,18,0,5,16,4,10.66666667,0,11,12.0,0,13.9,-0.3,0.79,1
1,1,2,9500,1,1,152.0,37,37,9,139.0,1,0,1,0,0,18,0,7,7,6,14.33333333,0,7,14.33333333,0,7.6,2.6,0.32,2
1,1,1,9085,1,1,101.0,1,37,4,98.9,1,0,1,0,0,21,0,6,12,4,12.5,0,13,12.66666667,0,11.1,0.6,2.02,1
1,17,1,9254,1,1,137.0,34,38,0,137.7,1,1,0,0,0,19,0,6,14,1,10.0,0,13,0.0,0,7.6,2.6,0.32,0
1,1,4,9500,1,1,123.0,1,1,3,113.6,1,0,1,0,0,21,0,7,8,7,14.69625,0,9,14.62222222,0,12.4,0.5,1.79,2
1,1,1,9085,1,1,120.0,4,1,2,113.4,0,0,1,0,0,18,0,6,14,4,11.5,0,17,13.75,0,11.1,0.6,2.02,1
1,17,3,9556,1,1,131.0,19,38,9,128.5,0,0,1,0,1,18,0,7,9,7,12.85555556,0,8,13.9125,0,12.7,3.7,-1.7,2
1,1,1,9500,1,1,141.0,1,1,3,142.8,0,0,1,0,0,18,0,7,7,7,13.7,0,9,13.99444444,0,11.1,0.6,2.02,2
1,1,1,9130,1,1,144.0,3,1,1,137.7,0,0,0,0,0,23,0,5,9,0,0.0,3,10,12.0,3,10.8,1.4,1.74,0
1,1,1,9238,1,1,107.0,19,37,7,103.5,1,0,1,0,0,20,0,6,13,3,11.2,0,9,12.0,0,16.2,0.3,-0.92,1
1,1,1,9500,1,1,133.0,38,38,5,123.2,0,0,1,0,0,18,0,7,7,7,13.28571429,0,9,13.33333333,0,16.2,0.3,-0.92,2
1,17,2,9853,1,1,126.0,1,19,2,126.0,1,0,1,0,0,19,0,6,9,5,13.0,0,8,10.4,0,7.6,2.6,0.32,1
1,39,1,9500,1,1,133.1,1,38,3,121.7,0,0,1,0,1,27,0,7,8,6,12.6,0,9,11.68571429,0,12.4,0.5,1.79,1
1,17,1,9147,1,1,147.0,37,37,9,142.8,1,1,0,0,1,19,0,5,5,5,12.8,0,5,12.0,0,11.1,0.6,2.02,1
1,43,1,9130,1,1,120.0,1,19,9,120.0,1,0,1,0,0,21,0,6,14,5,11.5,1,13,11.0,1,15.5,2.8,-4.06,0
1,18,1,9500,1,1,130.0,37,38,7,119.3,1,0,1,0,1,19,0,8,8,7,11.4,0,8,11.4,0,10.8,1.4,1.74,2
1,44,1,9238,1,1,120.0,37,37,6,121.0,0,0,1,0,1,21,3,6,6,6,12.33333333,0,8,11.33333333,0,13.9,-0.3,0.79,2
1,1,5,9773,1,1,138.0,19,19,9,139.4,1,0,1,0,0,18,0,6,7,5,12.8,0,10,12.2,0,10.8,1.4,1.74,2
1,17,1,9085,1,1,124.0,19,38,7,113.9,1,0,1,0,1,20,0,5,8,5,12.0,1,8,15.0,1,12.7,3.7,-1.7,2
1,1,1,9853,1,1,133.0,37,37,9,124.6,1,0,1,0,1,18,0,6,8,5,13.0,0,9,13.5,0,9.4,-0.8,-3.12,2
1,17,1,9070,1,1,122.0,1,1,4,123.8,1,1,0,0,1,18,0,6,6,6,11.83333333,0,8,11.0,0,12.7,3.7,-1.7,0
1,1,3,9085,1,1,138.0,1,3,4,126.3,1,0,1,0,0,18,0,6,8,6,14.0,0,9,13.33333333,0,8.9,1.4,3.51,2
1,17,4,9773,1,1,134.0,1,1,3,120.4,1,0,1,0,1,18,0,6,6,6,12.33333333,0,6,13.5,0,16.2,0.3,-0.92,2
1,1,3,9500,1,1,128.0,1,1,7,120.5,1,0,1,0,1,19,0,7,10,5,13.04,0,7,12.5,0,12.4,0.5,1.79,1
1,53,1,9085,1,42,140.0,19,38,8,144.9,1,1,0,0,0,23,7,11,18,11,13.16666667,0,15,13.33333333,0,8.9,1.4,3.51,1
1,39,1,9085,1,19,133.1,19,19,4,139.9,1,0,1,0,1,24,1,6,7,6,12.5,0,11,12.83333333,0,8.9,1.4,3.51,2
1,1,1,171,1,1,142.0,1,1,3,133.3,1,0,1,0,0,19,0,0,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,2
1,1,3,9500,1,1,141.0,19,19,9,126.0,1,0,1,0,0,18,0,8,8,7,15.65714286,0,8,15.65714286,0,12.7,3.7,-1.7,2
1,1,2,9070,1,1,145.0,1,19,4,133.5,0,0,1,0,0,19,0,6,6,6,12.16666667,0,6,11.33333333,0,12.7,3.7,-1.7,2
1,17,2,9853,1,1,145.0,38,19,4,127.9,1,0,1,0,0,19,0,6,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,0
1,1,1,9238,1,1,108.0,1,38,5,105.9,0,0,1,0,1,20,0,6,11,5,10.6,0,9,11.16666667,0,11.1,0.6,2.02,1
1,1,1,9085,1,1,132.0,1,12,4,124.3,0,0,1,0,0,20,0,6,10,6,13.42857143,0,11,12.66666667,0,13.9,-0.3,0.79,1
1,39,1,9773,1,1,140.0,34,37,0,102.5,0,0,1,0,0,26,0,6,8,4,11.75,0,12,0.0,0,7.6,2.6,0.32,0
1,39,1,9254,1,19,133.1,19,1,9,97.0,0,1,0,1,0,36,0,5,10,0,0.0,0,5,0.0,0,15.5,2.8,-4.06,0
1,17,1,171,1,1,128.0,1,1,4,134.7,0,0,0,1,0,19,0,0,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,0
1,42,1,9119,1,1,120.0,19,37,9,113.8,0,0,0,1,0,27,0,5,0,0,0.0,0,0,0.0,0,15.5,2.8,-4.06,0
1,1,4,9119,1,1,120.0,3,1,123,116.9,0,0,1,1,0,18,0,5,9,1,13.0,0,5,0.0,0,8.9,1.4,3.51,0
1,1,4,9500,1,1,139.0,37,38,9,124.0,1,0,1,1,1,18,0,8,8,7,13.33142857,0,8,13.33142857,0,10.8,1.4,1.74,2
1,39,1,9070,1,1,139.3,38,38,5,117.5,0,0,1,1,0,28,0,6,0,0,0.0,0,0,0.0,0,12.4,0.5,1.79,0
1,44,1,171,1,39,150.0,19,1,9,154.8,1,0,1,1,0,21,0,0,0,0,0.0,0,0,0.0,0,12.4,0.5,1.79,2
1,1,1,9500,1,1,138.0,19,37,4,141.0,0,0,1,1,0,19,0,7,7,6,13.7,0,7,13.7,0,7.6,2.6,0.32,2
1,39,1,9670,1,9,133.1,6,22,3,120.0,0,1,0,1,0,26,0,5,5,0,0.0,0,5,0.0,5,9.4,-0.8,-3.12,0
1,51,1,9119,1,1,136.0,1,19,3,133.6,1,0,1,1,0,20,4,9,12,9,13.45454545,0,9,13.875,0,11.1,0.6,2.02,0
1,1,6,9500,1,1,134.0,38,38,9,122.0,1,0,1,1,0,19,0,8,8,7,12.2,0,8,12.2,0,12.7,3.7,-1.7,2
1,1,1,9147,1,1,140.0,19,19,7,120.0,1,0,1,1,0,21,0,5,8,3,10.0,0,10,11.0,0,12.7,3.7,-1.7,0
1,53,1,9670,1,42,110.0,1,19,9,114.2,0,0,1,1,1,23,0,6,7,5,13.0,0,7,12.85714286,0,8.9,1.4,3.51,2
1,39,1,8014,0,38,133.1,38,37,4,95.5,0,0,1,1,0,29,0,6,11,6,12.0,0,6,14.0,0,11.1,0.6,2.02,2
1,1,1,9500,1,1,129.0,1,1,9,120.0,0,0,1,1,0,20,0,8,8,7,15.02857143,0,8,15.02857143,0,12.7,3.7,-1.7,2
1,1,1,9238,1,1,116.0,1,19,5,111.1,0,0,1,1,0,18,0,6,8,6,12.0,0,7,11.71428571,0,15.5,2.8,-4.06,2
1,1,1,9773,1,1,130.0,1,38,3,128.6,1,0,1,1,0,19,0,6,8,5,12.0,0,8,12.4,0,9.4,-0.8,-3.12,2
1,7,1,9556,1,3,130.0,1,37,4,130.0,0,0,0,1,0,23,3,7,7,3,13.66666667,0,8,11.33333333,4,10.8,1.4,1.74,0
1,1,1,171,1,1,116.0,38,1,5,111.1,0,0,1,1,0,21,0,0,0,0,0.0,0,0,0.0,0,13.9,-0.3,0.79,0
1,17,1,9147,1,1,136.0,1,1,9,122.7,1,0,1,1,0,18,0,5,6,5,12.0,0,7,12.5,0,15.5,2.8,-4.06,1
1,1,1,171,1,1,147.0,37,19,7,134.4,1,0,1,1,1,18,0,0,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,2
1,1,5,9070,1,1,117.0,19,37,5,131.0,1,1,0,1,0,21,0,6,6,1,14.0,0,7,0.0,7,9.4,-0.8,-3.12,0
1,51,1,9238,1,1,141.0,1,1,5,125.0,0,0,1,1,0,22,0,6,6,0,0.0,0,7,0.0,0,11.1,0.6,2.02,0
1,18,1,9556,1,1,133.1,3,19,2,106.0,1,0,1,1,0,21,0,7,8,7,12.375,0,11,12.58333333,0,8.9,1.4,3.51,2
1,39,1,9500,1,1,133.1,38,19,9,128.0,1,0,0,1,0,32,0,7,0,0,0.0,0,0,0.0,0,16.2,0.3,-0.92,0
1,7,1,9003,1,3,120.0,1,19,4,120.0,1,0,1,1,0,27,14,18,21,18,11.42105263,0,16,11.07692308,1,15.5,2.8,-4.06,2
1,1,1,9500,1,1,148.0,19,38,9,134.8,1,0,1,1,0,18,0,7,7,6,13.35,0,7,13.35,0,7.6,2.6,0.32,2
1,39,1,9070,1,1,130.0,1,1,5,112.0,1,0,1,1,1,24,0,6,6,6,15.0,0,6,16.0,0,15.5,2.8,-4.06,2
1,1,1,9130,1,1,120.0,19,37,1,116.1,1,0,1,1,0,22,0,5,9,2,10.5,0,5,0.0,0,12.7,3.7,-1.7,0
1,43,1,9130,1,1,120.0,2,3,3,120.0,1,0,0,1,0,22,0,6,0,0,0.0,0,6,0.0,2,10.8,1.4,1.74,0
1,1,3,9147,1,1,133.0,37,37,9,119.7,1,0,1,1,0,19,0,5,8,5,13.25,0,6,11.83333333,0,13.9,-0.3,0.79,2
1,17,6,9119,1,1,129.0,37,13,4,117.1,1,0,1,1,0,19,0,5,10,0,0.0,0,5,0.0,0,7.6,2.6,0.32,0
1,1,2,9085,1,1,118.0,1,19,3,112.4,1,0,1,1,0,21,0,5,7,4,11.5,0,15,10.6,4,10.8,1.4,1.74,1
1,1,2,9500,1,1,140.0,1,1,2,131.0,1,0,1,0,1,18,0,8,8,8,13.88125,0,8,13.88125,0,9.4,-0.8,-3.12,2
1,1,2,9254,1,1,127.0,3,19,3,130.9,1,0,1,0,0,18,0,6,8,6,11.33333333,0,8,12.6,0,9.4,-0.8,-3.12,2
1,1,1,171,1,1,131.0,19,19,9,134.9,1,1,1,0,0,20,0,0,0,0,0.0,0,0,0.0,0,16.2,0.3,-0.92,0
1,17,1,9238,1,1,132.0,1,19,4,127.1,1,0,1,0,0,19,0,6,7,6,12.85714286,0,7,13.66666667,0,13.9,-0.3,0.79,2
1,17,5,9773,1,1,113.0,38,38,191,110.2,1,1,1,0,0,19,0,6,6,5,11.6,0,6,12.5,0,8.9,1.4,3.51,2
1,17,1,9254,1,1,115.0,12,1,9,108.7,1,0,1,0,1,18,0,6,9,5,11.4,0,6,11.33333333,0,12.4,0.5,1.79,2
1,1,1,9130,1,1,133.1,1,1,3,138.0,1,0,1,0,0,20,0,6,11,6,13.33333333,0,10,13.0,0,16.2,0.3,-0.92,1
1,44,1,9070,1,39,150.0,12,37,3,147.7,0,1,1,0,1,22,2,7,7,7,13.57142857,0,9,13.77777778,0,12.4,0.5,1.79,2
2,39,1,9556,1,19,133.1,37,38,9,123.0,0,0,1,0,0,31,0,7,13,6,11.83333333,0,8,12.22857143,0,12.4,0.5,1.79,2
1,17,1,9853,1,1,141.0,19,19,9,142.8,0,0,1,0,1,19,0,7,7,7,14.42857143,0,7,14.14285714,0,16.2,0.3,-0.92,2
1,1,2,171,1,1,140.0,1,3,3,138.3,1,0,1,0,0,18,0,0,0,0,0.0,0,0,0.0,0,12.4,0.5,1.79,1
1,1,2,9254,1,1,136.0,38,38,9,125.2,1,0,1,0,1,18,0,6,8,6,12.28571429,0,9,12.4,0,8.9,1.4,3.51,2
1,1,1,9085,1,1,140.0,12,1,1,141.8,0,0,1,0,0,21,0,5,7,5,14.4,0,5,13.8,0,7.6,2.6,0.32,2
1,17,5,9500,1,1,143.0,38,1,9,130.6,1,0,1,0,1,18,0,7,8,7,13.15,0,9,15.06875,0,13.9,-0.3,0.79,2
1,44,1,9147,1,39,130.0,2,37,2,130.0,0,1,0,1,0,25,0,5,6,0,0.0,0,5,0.0,0,15.5,2.8,-4.06,0
1,15,1,9119,1,1,133.1,1,3,5,100.0,0,1,1,1,0,21,0,5,5,0,0.0,0,8,0.0,0,11.1,0.6,2.02,0
1,18,2,9500,1,1,129.0,38,37,5,119.0,1,0,1,0,1,19,0,8,8,7,12.34285714,0,8,12.34285714,0,10.8,1.4,1.74,2
1,1,2,9773,1,1,132.0,38,1,9,124.3,1,0,1,0,0,19,0,6,6,5,12.2,0,7,10.8,0,10.8,1.4,1.74,1
1,17,1,9254,1,1,118.0,11,34,5,122.2,1,0,1,0,0,22,0,6,10,4,10.5,0,14,11.0,0,7.6,2.6,0.32,0
1,15,1,9147,1,1,150.0,38,1,9,150.0,0,0,1,1,0,19,0,5,5,5,10.6,0,8,11.6,0,12.4,0.5,1.79,2
1,39,1,8014,0,19,133.1,37,37,9,135.5,0,0,1,0,0,58,0,6,6,0,0.0,0,6,0.0,0,11.1,0.6,2.02,0
1,16,2,9238,1,1,122.0,19,37,9,127.3,1,0,1,0,1,19,0,6,8,4,11.25,0,6,12.0,0,10.8,1.4,1.74,2
1,43,1,9670,1,1,127.0,37,37,9,127.0,1,0,1,1,0,23,3,9,11,6,10.5,0,10,11.7,0,9.4,-0.8,-3.12,2
1,1,2,9773,1,1,122.0,37,37,9,126.9,1,0,1,0,1,19,0,6,11,4,11.0,0,11,11.66666667,0,9.4,-0.8,-3.12,1
1,18,3,9500,1,1,131.0,19,1,4,127.5,1,0,1,0,0,18,0,7,7,7,13.45714286,0,8,14.5125,0,13.9,-0.3,0.79,2
1,1,2,9085,1,1,130.0,19,19,90,122.0,0,0,1,0,0,20,0,5,6,5,12.6,0,8,12.33333333,0,7.6,2.6,0.32,2
1,17,5,9085,1,1,130.0,19,19,90,115.8,0,0,0,0,0,18,0,6,0,0,0.0,0,0,0.0,0,12.7,3.7,-1.7,0
1,17,1,9670,1,1,130.0,3,19,5,121.6,0,0,1,0,0,18,0,6,6,6,13.66666667,0,8,13.6,0,8.9,1.4,3.51,2
1,17,4,9147,1,1,122.0,19,19,5,116.4,1,1,1,0,1,18,0,5,5,5,11.6,0,5,11.8,0,11.1,0.6,2.02,2
1,39,1,9130,1,1,114.0,38,38,9,120.0,0,0,1,0,0,24,0,6,9,6,12.57142857,0,10,12.83333333,0,11.1,0.6,2.02,0
1,17,4,9853,1,1,143.0,37,37,9,127.3,1,0,1,0,0,18,0,6,7,5,11.8,0,7,11.4,0,10.8,1.4,1.74,0
1,1,3,9147,1,1,127.0,1,38,5,123.5,1,0,1,0,1,19,0,5,5,5,11.6,0,11,12.66666667,0,9.4,-0.8,-3.12,1
1,17,3,9238,1,1,141.0,19,38,9,125.6,1,0,1,0,1,19,0,6,8,6,11.33333333,0,6,11.83333333,0,8.9,1.4,3.51,2
1,1,1,9254,1,1,129.0,38,38,6,118.5,1,0,1,0,0,18,0,6,6,6,10.66666667,0,6,11.5,0,7.6,2.6,0.32,2
1,1,2,9130,1,1,140.0,19,37,9,129.5,1,0,1,0,0,18,0,5,10,4,13.5,1,5,13.4,0,12.7,3.7,-1.7,1
1,1,1,171,1,1,137.0,19,19,5,134.6,1,0,1,0,1,19,0,0,0,0,0.0,0,0,0.0,0,10.8,1.4,1.74,2
1,44,1,9085,1,1,140.0,4,4,2,140.0,0,0,1,0,0,22,2,6,9,6,13.33333333,0,9,11.5,0,13.9,-0.3,0.79,2
1,1,1,9254,1,1,143.0,2,37,1,133.2,1,0,1,0,0,19,0,6,9,5,13.4,0,16,13.5,0,10.8,1.4,1.74,1
3,17,1,9238,1,1,138.0,37,37,9,133.5,1,0,1,0,1,21,0,6,8,3,10.2,0,13,12.25,0,12.7,3.7,-1.7,1
1,17,1,9773,1,1,120.0,19,38,9,117.9,1,0,1,0,1,21,0,6,6,5,13.0,0,7,12.83333333,0,8.9,1.4,3.51,2
1,1,3,9500,1,1,144.0,38,38,5,128.0,1,0,1,0,1,18,0,8,11,7,12.90857143,0,11,12.90857143,0,10.8,1.4,1.74,2
1,1,5,9853,1,1,123.0,1,12,4,113.2,1,0,1,0,0,20,0,6,12,4,12.0,0,11,10.0,0,10.8,1.4,1.74,0
1,1,3,9254,1,1,129.0,37,38,7,122.0,1,0,1,0,1,18,0,6,9,6,10.83333333,0,8,11.0,0,7.6,2.6,0.32,1
1,16,3,9070,1,1,152.0,1,38,4,156.9,1,0,1,0,0,19,0,6,6,6,15.33333333,0,9,15.83333333,0,12.7,3.7,-1.7,2
1,1,2,9500,1,1,130.0,1,38,9,125.1,1,0,1,0,1,18,0,7,9,6,12.81666667,0,11,12.875,0,11.1,0.6,2.02,1
1,15,1,9147,1,1,133.1,41,1,3,100.0,0,1,0,1,0,26,6,7,7,6,13.0,0,6,14.0,0,11.1,0.6,2.02,0
1,15,1,9119,1,1,160.0,1,3,143,160.0,0,1,1,0,0,19,0,6,11,2,13.5,1,11,11.0,0,8.9,1.4,3.51,1
2,39,1,8014,0,1,140.0,37,37,9,101.0,0,0,1,0,0,35,0,6,7,6,12.5,0,6,12.16666667,0,15.5,2.8,-4.06,2
1,18,1,9670,1,1,133.0,1,1,9,121.5,1,0,1,0,1,19,0,6,7,6,13.0,0,6,14.33333333,0,12.4,0.5,1.79,2
1,1,1,9085,1,1,138.0,38,37,9,126.8,1,0,1,1,0,18,0,5,6,4,11.75,0,10,12.57142857,1,10.8,1.4,1.74,2
1,1,5,9670,1,1,142.0,19,19,7,132.9,0,0,1,1,0,19,0,5,5,4,12.5,0,5,14.25,0,7.6,2.6,0.32,2
1,1,1,171,1,1,115.0,1,1,9,134.3,1,0,1,1,0,25,16,17,19,17,11.61111111,0,22,12.05555556,0,12.4,0.5,1.79,2
1,17,6,9254,1,1,125.0,1,1,4,120.5,1,0,1,1,0,18,0,6,6,6,14.0,0,6,14.66666667,0,11.1,0.6,2.02,2
1,17,1,9003,1,1,170.0,1,4,9,144.1,1,1,0,1,0,26,0,6,8,0,0.0,0,10,0.0,0,16.2,0.3,-0.92,0
1,43,1,9991,0,1,140.0,1,1,6,100.0,0,0,1,1,0,34,0,5,5,5,13.8,0,6,13.83333333,0,9.4,-0.8,-3.12,2
1,1,2,9254,1,1,110.0,4,19,4,114.8,1,0,0,1,0,18,0,5,6,0,0.0,0,5,0.0,0,12.7,3.7,-1.7,0
1,1,1,171,1,1,114.0,3,29,3,111.9,0,0,0,1,0,18,0,0,0,0,0.0,0,0,0.0,0,9.4,-0.8,-3.12,0
1,17,3,9119,1,1,138.0,1,19,4,125.4,1,0,1,1,1,18,0,5,9,4,12.25,0,9,12.33333333,0,8.9,1.4,3.51,0
1,44,1,9003,1,39,140.0,37,37,9,140.0,0,0,1,1,0,20,0,6,12,3,11.5,0,12,13.66666667,0,12.4,0.5,1.79,0
